#doc name topic proportion ...
0	file:/C:/Users/kgavras/Big-Data-Workbooks-master/05_Text_Analysis/temp/2628851.txt	6	0.28591982015787043	14	0.2831256956856739	13	0.22646671685059447	18	0.10330242370630857	10	0.05223745389769285	19	0.013677320284468346	12	0.013604674211652788	15	0.013567229667248869	7	0.0014474879367599464	9	0.0011073601724384445	16	9.420319915910793E-4	5	7.166722594927677E-4	8	6.187635487278344E-4	4	6.172814879911842E-4	17	5.867285625961695E-4	11	5.092605669912838E-4	0	4.279933606494896E-4	2	3.839282185097801E-4	3	3.706936405424984E-4	1	3.7046379219925316E-4	
1	file:/C:/Users/kgavras/Big-Data-Workbooks-master/05_Text_Analysis/temp/2684103.txt	1	0.5928181721086373	6	0.21264963504317966	13	0.1448080497765308	12	0.019469971164248655	17	0.01941948205790495	10	0.007949075799646137	7	4.3356294268571125E-4	9	3.316852063375716E-4	16	2.8216481257352556E-4	19	2.4799017008406257E-4	15	2.1501496472891234E-4	5	2.146632976178182E-4	8	1.8533691245371954E-4	4	1.848929939947793E-4	11	1.5253772028854702E-4	18	1.5196755387613718E-4	14	1.3157128672509357E-4	0	1.2819592908560004E-4	2	1.1499719201099532E-4	3	1.1103306739000393E-4	
2	file:/C:/Users/kgavras/Big-Data-Workbooks-master/05_Text_Analysis/temp/2692648.txt	6	0.632022873962437	13	0.1585953258206156	12	0.0959580696626805	18	0.03853560412497015	1	0.038433970867337686	16	0.01977885443442329	17	0.009975335377993238	7	0.0010746544635453434	9	8.221343486475438E-4	10	6.235798918189803E-4	19	6.146829374884897E-4	15	5.329486651779416E-4	5	5.320770025116667E-4	8	4.593869093016153E-4	4	4.5828658704991375E-4	11	3.7808891357660895E-4	14	3.2612028527544595E-4	0	3.1775392644672786E-4	2	2.850387649005821E-4	3	2.752130538017291E-4	
3	file:/C:/Users/kgavras/Big-Data-Workbooks-master/05_Text_Analysis/temp/2720318.txt	19	0.33682032783199195	13	0.2952401274784547	15	0.1838785616946421	5	0.06157684273305818	16	0.05406709046708045	17	0.03856810075366598	7	0.01614870610647974	8	0.008011902524859423	6	0.001923470227353914	9	6.587440601342203E-4	10	4.996501489454222E-4	12	4.4930582680751833E-4	4	3.672070964495602E-4	11	3.02947841105186E-4	18	3.0181546097400597E-4	14	2.6130741425398936E-4	0	2.5460377853747185E-4	2	2.2839040066278824E-4	3	2.205174431180607E-4	1	2.20380711425326E-4	
4	file:/C:/Users/kgavras/Big-Data-Workbooks-master/05_Text_Analysis/temp/2729677.txt	6	0.4353465997347653	4	0.3117483407301676	13	0.1563883797755324	14	0.08188028207897666	5	0.010498033952752076	7	5.752612154368279E-4	9	4.4008750784423257E-4	16	3.7438271829475823E-4	10	3.3380155078527394E-4	19	3.2903902205119214E-4	12	3.0016799170731723E-4	15	2.852867663939702E-4	8	2.459092487540435E-4	17	2.3317789218063142E-4	11	2.0239053141762973E-4	18	2.0163402159838095E-4	0	1.7009328685476259E-4	2	1.5258090102968487E-4	3	1.4732120993734069E-4	1	1.4722986351990708E-4	
5	file:/C:/Users/kgavras/Big-Data-Workbooks-master/05_Text_Analysis/temp/2732193.txt	19	0.6407350811274373	13	0.3531537971865959	6	0.0013541657373247274	7	6.062184063637862E-4	9	4.63770441160983E-4	16	3.94529804486209E-4	10	3.5176479611118675E-4	12	3.163212757808644E-4	15	3.0063923003865783E-4	5	3.0014752040513274E-4	8	2.5914264492277894E-4	4	2.5852194717802433E-4	17	2.4572616127035285E-4	11	2.1328200498611362E-4	18	2.124847842371443E-4	14	1.8396622014704223E-4	0	1.7924671179504525E-4	2	1.6079191188567745E-4	3	1.5524917500996883E-4	1	1.551529128631081E-4	
6	file:/C:/Users/kgavras/Big-Data-Workbooks-master/05_Text_Analysis/temp/2740010.txt	15	0.6964248111437074	13	0.27973413344228193	6	0.007200571440110755	9	0.006248707660471282	4	0.006029289826516328	7	6.480687241437697E-4	16	4.2176618912596273E-4	10	3.760488962746352E-4	19	3.706836016266191E-4	12	3.381585307586601E-4	5	3.2086821937759343E-4	8	2.7703257028056433E-4	17	2.626898790131107E-4	11	2.280059387890482E-4	18	2.271536818660945E-4	14	1.966663372881836E-4	0	1.9162101744279913E-4	2	1.718921895054708E-4	3	1.6596680951436977E-4	1	1.6586390190542145E-4	
7	file:/C:/Users/kgavras/Big-Data-Workbooks-master/05_Text_Analysis/temp/2744674.txt	6	0.46666778371424694	13	0.3210121667677298	7	0.11415821269122843	16	0.0510282034425681	5	0.03828104658407291	9	0.0010796153884740298	10	8.188764382101739E-4	19	8.071930815646943E-4	12	7.363671478929293E-4	15	6.998607723169944E-4	8	6.032604979483349E-4	4	6.01815570075936E-4	17	5.720281447735417E-4	11	4.965011010429507E-4	18	4.946452436785972E-4	14	4.2825662138567784E-4	0	4.172700353710703E-4	2	3.743089403873419E-4	3	3.614059532752324E-4	1	3.611818637562492E-4	
8	file:/C:/Users/kgavras/Big-Data-Workbooks-master/05_Text_Analysis/temp/2744852.txt	19	0.4858632204393731	13	0.3193277558751307	9	0.08481453195632965	5	0.07624108168004899	15	0.02134855535487751	7	0.008920733214928403	6	0.0010625473416843545	16	3.095681595077488E-4	10	2.7601255791960094E-4	12	2.482017683914883E-4	8	2.03336505193029E-4	4	2.028494741594559E-4	17	1.9280924944677135E-4	11	1.6735191356621992E-4	18	1.6672637360149858E-4	14	1.443492571028507E-4	0	1.4064609070655825E-4	2	1.2616551565984728E-4	3	1.2181640227541391E-4	1	1.2174087009686851E-4	
9	file:/C:/Users/kgavras/Big-Data-Workbooks-master/05_Text_Analysis/temp/2745555.txt	6	0.5286644250265976	13	0.2524790690638084	11	0.13647071037213307	16	0.04782067541234346	4	0.018054460851452413	5	0.012176975711636978	7	6.672622587951017E-4	9	5.104703336008181E-4	10	3.8718615263703477E-4	19	3.8166195667978275E-4	12	3.481736066849595E-4	15	3.309124394973148E-4	8	2.85237308511456E-4	17	2.704698367669026E-4	18	2.3388118143774072E-4	14	2.0249090807653396E-4	0	1.9729616345925147E-4	2	1.7698303646761283E-4	3	1.708821673934184E-4	1	1.7077621202011322E-4	
